net,max_min,seed,nb_inequalities,nb_trips,def_nb_veh_D0,def_nb_veh_D1,def_obj_val,def_sol_time,def_col_gen_iter,def_tot_mem_use,ineq_nb_veh_D0,ineq_nb_veh_D1,ineq_obj_val,ineq_sol_time,ineq_col_gen_iter,ineq_tot_mem_use,model_acc
3b,2p5,29,447,891,0.0,53.9974,60424.46,150.3,110,58.217,0.0,53.9974,60379.46,212.8,139,55.145,0.9329224658943623
3b,2p5,30,435,802,0.0,48.9977,55162.71,1333.2,322,51.513,0.0,48.9976,55103.63,208.2,144,47.706,0.9323209091524048
3b,2p5,31,425,832,0.0,53.9973,60604.24,831.6,227,53.375,0.0,53.9973,60476.23,222.1,152,49.893,0.9010235653480549
3b,2p5,32,433,859,0.0,43.9978,51022.78,335.0,154,57.537,0.0,43.9977,50922.01,215.8,136,54.396,0.8512293095303523
3b,2p5,33,402,885,0.0,45.9974,52028.42,516.6,179,53.207,0.0,44.9975,51160.46,241.5,139,54.668,0.9151691834285782
3b,2p5,34,420,776,0.0,48.9977,54836.73,137.5,124,43.567,0.0,48.9977,54743.74,212.2,146,47.434,0.9452643807281852
3b,2p5,35,460,947,0.0,59.9969,66635.83,178.0,112,58.187,0.0,59.9968,66500.75,236.8,128,57.642,0.9457829951553727
3b,2p5,36,539,1069,0.0,63.9969,71469.73,1001.7,165,77.098,0.0,62.997,70470.75,568.9,153,80.412,0.8764644311142872
3b,2p5,37,475,903,0.0,53.9973,60632.38,1128.3,233,51.959,0.0,51.9974,58976.14,317.0,161,54.925,0.9016788654693059
3b,2p5,38,466,934,0.0,63.9969,70813.8,252.2,121,59.738,0.0,63.9969,70753.82,228.5,138,55.932,0.9569759722186758
3b,2p5,39,426,865,0.0,55.997,62523.87,224.3,120,51.225,0.0,55.997,62456.87,241.6,145,49.325,0.9300241990363107
3b,2p5,40,429,831,0.0,55.9968,62325.84,733.1,217,48.001,0.0,54.3302,60814.88,238.1,161,49.273,0.925814587336463
3b,2p5,41,417,895,0.0,50.9973,57372.35,632.0,185,65.096,0.0,50.9972,57228.28,303.7,142,60.798,0.9221979665646353
3b,2p5,42,390,849,0.0,48.9977,54918.63,322.5,164,53.617,0.0,48.9977,54903.56,346.3,167,50.642,0.9222298360244371
3b,2p5,43,408,837,0.0,48.9971,55412.12,237.9,136,51.997,0.0,47.4972,53920.0,389.0,173,53.791,0.8911411102007711
3b,2p5,44,448,777,0.0,57.9974,64372.5,778.1,238,44.96,0.0,57.9973,64301.37,136.2,140,46.852,0.9192187409993738
3b,2p5,45,451,867,0.0,57.9971,64460.13,1257.8,284,57.34,0.0,57.9971,64354.64,173.9,131,55.198,0.916774330540054
3b,2p5,46,444,866,0.0,59.9969,66755.87,539.4,172,54.169,0.0,57.9969,64948.83,210.5,139,53.617,0.941886527175261
3b,2p5,47,449,912,0.0,53.9975,60044.36,581.6,186,58.013,0.0,53.9975,60019.34,315.3,155,59.519,0.9179159243870566
3b,2p5,48,456,930,0.0,59.9971,66846.01,621.5,175,56.076,0.0,58.4971,65513.47,300.4,151,56.719,0.9300703587854566
3b,2p5,49,438,897,0.0,55.997,62568.03,419.6,145,50.589,0.0,55.997,62540.0,226.7,142,52.89,0.9256694918626398
3b,2p5,50,482,916,0.0,63.9969,70735.73,503.1,165,67.844,0.0,62.9969,69754.26,371.3,156,62.296,0.9408249059890799
3b,2p5,51,434,873,0.0,55.9971,62682.07,213.2,122,56.613,0.0,55.9971,62676.07,253.3,143,52.08,0.9399464592517613
3b,2p5,52,417,775,0.0,47.9978,53681.06,856.8,306,48.479,0.0,47.9978,53616.98,286.8,178,48.002,0.9241748114142067
3b,2p5,53,436,942,0.0,53.9974,60934.4,205.5,120,56.734,0.0,53.9973,60853.56,274.4,141,58.943,0.8891174953940396
3b,2p5,54,413,802,0.0,50.9974,57192.36,222.7,139,47.359,0.0,50.9973,57179.24,172.9,130,46.344,0.9468871591875732
3b,2p5,55,431,876,0.0,49.9975,56122.45,733.6,216,62.713,0.0,49.9975,56071.44,259.7,147,56.182,0.8976397410706751
3b,2p5,56,451,932,0.0,53.9973,60602.2,200.8,127,56.31,0.0,53.9972,60562.09,232.5,131,61.744,0.8953685280894829
3b,2p5,57,409,820,0.0,50.9974,57036.56,156.6,133,48.864,0.0,50.9973,56994.45,178.1,134,49.174,0.9327637209127257
3b,2p5,58,404,883,0.0,47.9978,54044.68,4442.4,484,57.393,0.0,47.9976,54041.45,527.6,196,62.871,0.9212917465364391
3b,2p5,59,389,784,0.0,47.9979,53952.95,452.0,184,45.262,0.0,45.998,52223.92,232.0,152,44.944,0.910895510118674
3b,2p5,60,395,743,0.0,48.9975,54748.68,345.6,196,42.599,0.0,48.9975,54720.61,139.8,146,44.142,0.9403426674026865
3b,2p5,61,391,774,0.0,45.9978,51438.89,231.5,149,45.928,0.0,45.9978,51407.37,264.2,163,52.512,0.9083111636709489
3b,2p5,62,407,838,0.0,41.9977,48188.87,156.7,133,57.294,0.0,41.9976,48147.77,784.4,235,55.372,0.9019759355337233
3b,2p5,63,494,898,0.0,57.9972,64510.18,407.7,159,56.378,0.0,57.997,64455.04,251.6,145,52.314,0.92318784501165
3b,2p5,64,406,840,0.0,47.9974,54292.44,247.6,142,49.954,0.0,47.9973,54268.26,202.8,129,54.336,0.9119697559165891
3b,2p5,65,484,931,0.0,63.997,70955.9,282.9,125,54.721,0.0,62.9969,69982.75,303.8,144,54.463,0.9327120623617976
3b,2p5,66,429,878,0.0,55.9969,62463.95,601.9,164,58.498,0.0,55.9969,62429.9,212.3,136,51.709,0.9419862472419043
3b,2p5,67,425,883,0.0,47.9974,54300.52,164.9,119,55.084,0.0,46.9974,53333.49,309.7,150,52.011,0.9204156855320609
3b,2p5,68,413,884,0.0,49.9975,56270.42,1842.1,338,51.755,0.0,49.9975,56233.46,247.2,152,53.109,0.9277743230089084
3b,2p5,69,400,919,0.0,39.9981,46757.22,901.3,197,65.875,0.0,39.998,46697.55,330.0,144,58.981,0.8473483819837395
3b,2p5,70,418,807,0.0,50.9975,57134.46,193.4,134,50.355,0.0,48.9975,55504.26,233.7,156,47.896,0.9403119041560497
3b,2p5,71,454,795,0.0,55.9972,62452.2,1371.1,258,50.068,0.0,53.9972,60641.65,152.7,139,47.079,0.9195726065056256
3b,2p5,73,409,806,0.0,47.9976,54104.44,221.2,139,49.175,0.0,47.9974,54055.3,197.8,143,47.162,0.9231605434612149
3b,2p5,74,441,783,0.0,53.9976,60036.64,120.6,111,45.452,0.0,53.9976,59941.57,168.5,142,45.83,0.9388771276773235
3b,2p5,75,441,883,0.0,53.9974,60568.17,1272.5,261,54.865,0.0,53.9974,60550.14,296.6,153,53.124,0.9237717325082118
3b,2p5,76,434,850,0.0,55.9971,62288.04,319.2,151,52.739,0.0,54.997,61334.04,208.1,143,53.775,0.9422312713905437
3b,2p5,77,429,873,0.0,50.9972,57600.27,208.2,127,56.886,0.0,50.9971,57571.09,495.3,159,55.304,0.9111222940015582
3b,2p5,78,482,933,0.0,53.9974,60948.24,283.1,126,57.937,0.0,53.9974,60903.83,269.6,143,58.641,0.9029579705457161
3b,2p5,79,477,858,0.0,63.9968,70863.71,368.1,143,54.934,0.0,62.9967,69934.77,222.8,147,49.454,0.9384730596119606
3b,2p5,80,413,823,0.0,50.9975,56864.73,430.3,188,45.799,0.0,50.9974,56836.55,232.2,150,48.66,0.906743170439704
3b,2p5,81,480,928,0.0,63.9969,71011.83,347.4,130,52.451,0.0,63.9969,70966.81,224.7,139,54.744,0.9328669341858498
3b,2p5,82,406,761,0.0,50.9975,57108.64,201.1,157,43.863,0.0,50.9975,57101.58,199.5,161,48.32,0.9351584985866558
3b,2p5,83,430,801,0.0,50.9975,57244.67,281.3,149,48.115,0.0,50.9975,57204.13,145.5,132,45.739,0.9177340575742731
3b,2p5,84,418,931,0.0,53.9973,60364.2,278.2,131,57.21,0.0,53.9973,60338.17,498.4,161,60.608,0.913809962692407
3b,2p5,85,441,823,0.0,55.9967,62101.7,1111.0,314,49.311,0.0,54.9967,61196.69,636.3,253,53.768,0.9311579063027008
3b,2p5,86,410,836,0.0,53.9971,59994.21,227.9,141,46.465,0.0,50.9972,57375.23,599.4,222,54.237,0.9211114821118812
3b,2p5,87,397,807,0.0,53.9974,60164.34,205.0,132,51.483,0.0,53.9972,60118.2,191.3,148,46.026,0.9287122759547621
3b,2p5,88,401,855,0.0,45.9974,52682.24,609.6,189,54.04,0.0,45.9974,52651.2,174.3,130,48.039,0.9180270943927545
3b,2p5,89,456,793,0.0,56.9972,63052.27,432.2,184,45.285,0.0,56.9971,63045.66,164.6,148,46.072,0.929371612054293
3b,2p5,90,432,858,0.0,53.9972,60348.15,486.8,176,52.557,0.0,53.9971,60324.11,253.2,158,50.453,0.9390511657625378
3b,2p5,91,414,813,0.0,53.9974,60146.49,336.6,150,47.835,0.0,53.9974,60138.43,148.3,130,50.121,0.9448834183298706
3b,2p5,92,483,903,0.0,57.9972,64432.16,229.8,124,56.091,0.0,57.9972,64365.13,266.1,154,52.435,0.9469422107665963
3b,2p5,93,462,797,0.0,57.9971,64326.12,158.0,128,46.201,0.0,57.9971,64218.11,194.8,149,51.097,0.9372073925597577
3b,2p5,95,478,831,0.0,56.9968,63655.96,1656.4,298,47.487,0.0,56.9968,63598.81,202.5,160,49.969,0.9101879951767058
3b,2p5,96,416,774,0.0,50.9977,56986.89,522.3,191,48.191,0.0,50.9977,56952.83,154.3,143,47.957,0.929169547806661
3b,2p5,97,429,868,0.0,55.9969,63123.68,8045.1,520,60.201,0.0,55.9968,63019.71,697.6,236,61.601,0.906017828367262
3b,2p5,98,425,808,0.0,53.9973,60308.36,293.6,145,50.711,0.0,53.9972,60284.25,199.8,144,47.018,0.9364365775549987
3b,2p5,99,453,875,0.0,58.9972,65420.13,1983.4,293,57.287,0.0,58.997,65352.96,322.8,153,59.921,0.9197698476177546
3b,2p5,100,426,901,0.0,55.9968,62819.75,328.4,140,54.04,0.0,55.9968,62786.69,285.0,148,53.76,0.9372402598322366
3b,2p5,101,360,808,0.0,47.9977,53896.73,258.7,156,49.803,0.0,47.9977,53850.71,366.2,177,51.172,0.8979781308025583
3b,2p5,102,445,882,0.0,56.9972,63428.24,975.8,227,53.813,0.0,56.9972,63414.2,240.5,151,51.422,0.9350441920200262
3b,2p5,103,436,861,0.0,49.9976,56358.55,511.7,183,53.034,0.0,49.9973,56337.81,272.5,160,54.335,0.9242868593228658
3b,2p5,104,386,721,0.0,45.9975,51944.75,270.8,165,44.968,0.0,44.9976,50969.32,107.9,132,41.895,0.9214573653628585
3b,2p5,105,404,795,0.0,48.9976,55058.86,164.3,132,45.111,0.0,48.9976,54946.78,311.3,168,50.28,0.9192911991836334
3b,2p5,106,489,912,0.0,59.9971,66773.9,474.6,146,55.644,0.0,59.9971,66699.99,246.2,139,57.937,0.9381277790842939
3b,2p5,107,461,859,0.0,56.9972,63146.19,292.1,149,48.41,0.0,56.9972,63100.17,282.4,170,50.612,0.94367176527941
3b,2p5,108,408,764,0.0,53.9974,59808.54,250.2,159,45.293,0.0,53.9974,59762.52,160.0,146,43.878,0.9320972695875913
3b,2p5,109,445,880,0.0,47.9977,54628.72,701.3,199,55.675,0.0,47.9976,54510.48,224.7,140,51.641,0.8668427576261389
3b,2p5,110,439,857,0.0,53.9973,60124.26,397.3,161,53.556,0.0,53.9973,60106.22,240.9,160,49.999,0.9264574650956718
3b,2p5,111,437,881,0.0,55.997,62638.0,461.5,165,59.3,0.0,54.997,61733.93,245.2,145,55.349,0.9289271528224453
3b,2p5,112,474,858,0.0,57.9972,64194.22,338.7,155,49.114,0.0,57.9969,64132.98,184.1,142,52.232,0.9366947594238431
3b,2p5,113,452,797,0.0,56.9974,62972.53,502.7,225,46.965,0.0,56.3305,62327.92,259.5,169,49.326,0.9143413126427777
3b,2p5,114,456,850,0.0,53.9971,60543.99,726.4,204,48.917,0.0,53.9971,60424.62,531.2,216,51.8,0.9187079102000114
3b,2p5,115,423,916,0.0,48.9977,55282.63,21901.3,917,60.768,0.0,48.9975,55163.39,626.7,196,59.958,0.9084869742891197
3b,2p5,116,483,856,0.0,56.9973,63256.4,325.7,160,49.961,0.0,56.9973,63208.39,287.9,161,56.651,0.9245568841554846
3b,2p5,117,417,856,0.0,41.9979,48656.84,183.0,127,52.368,0.0,41.9978,48557.76,248.9,145,52.262,0.9051118841909422
3b,2p5,118,463,852,0.0,53.9974,60374.38,202.9,128,55.032,0.0,53.9974,60312.32,288.6,150,56.598,0.9253636849437645
3b,2p5,119,399,815,0.0,47.9977,54366.72,225.3,134,46.019,0.0,47.9976,54233.59,185.7,135,48.539,0.9106771850347575
3b,2p5,120,427,909,0.0,47.9978,54264.86,291.2,145,56.257,0.0,47.9977,54230.74,312.0,155,59.246,0.9068443895264295
3b,2p5,122,417,823,0.0,47.9977,54212.7,643.4,238,48.387,0.0,47.9974,54155.42,207.4,146,50.325,0.8887537807569689
3b,2p5,123,437,866,0.0,53.9972,60866.31,423.8,157,51.399,0.0,53.9972,60797.24,254.4,140,48.94,0.8817883048322123
3b,2p5,124,418,771,0.0,51.9975,58020.52,1388.7,358,49.311,0.0,51.9975,57975.49,667.4,311,48.948,0.9365191898675966
3b,2p5,125,408,823,0.0,47.9976,54522.73,44683.0,597,53.579,0.0,45.331,52408.41,946.3,313,47.857,0.9125946829050943
3b,2p5,126,387,815,0.0,47.9977,54164.72,1102.7,302,49.137,0.0,47.9974,54106.01,246.7,152,49.56,0.9058514752531178
3b,2p5,127,436,789,0.0,56.9975,63240.53,781.5,267,46.095,0.0,56.9975,63206.5,200.7,163,48.441,0.9346395052430334
3b,2p5,128,451,838,0.0,50.9971,57276.17,297.6,152,51.271,0.0,50.997,57229.01,486.0,205,56.349,0.915269974790557
3b,2p5,129,436,834,0.0,51.9971,58701.95,2180.5,333,50.522,0.0,51.9971,58551.99,241.1,165,50.105,0.9041853792923571
3b,2p5,130,504,961,0.0,63.9969,71121.76,186.8,102,61.759,0.0,63.9969,70978.29,259.1,142,59.148,0.9290302949159557
3b,2p5,131,398,801,0.0,48.9974,55372.36,1077.3,289,49.417,0.0,48.9974,55336.81,286.1,173,48.282,0.9033395594201048
3b,2p5,132,411,821,0.0,45.9971,52084.18,1011.1,264,53.42,0.0,45.9971,51956.19,178.9,141,51.127,0.8891701475289461
3b,2p5,133,461,946,0.0,57.9973,64888.21,539.4,165,57.665,0.0,56.9973,63956.23,307.2,143,56.809,0.9368141572752031
3b,2p5,134,445,840,0.0,53.9971,60592.08,409.6,154,48.887,0.0,53.9971,60582.05,316.7,188,48.766,0.9337701788024957
3b,2p5,135,449,855,0.0,49.9975,55908.68,600.4,219,49.348,0.0,49.9975,55898.62,317.9,164,55.561,0.9342116832790056
3b,2p5,136,420,785,0.0,48.9979,54936.98,151.6,127,44.732,0.0,48.9978,54826.0,143.8,128,49.296,0.9394656119731682
3b,2p5,137,413,864,0.0,47.9975,54208.36,365.6,153,52.549,0.0,46.9975,53211.37,204.2,131,50.544,0.9080342116790004
3b,2p5,138,500,874,0.0,63.9969,70993.92,238.9,123,54.608,0.0,60.9968,68146.83,222.1,134,54.055,0.9257074992894555
3b,2p5,139,443,893,0.0,56.9973,63472.22,320.4,155,55.1,0.0,56.9973,63463.23,255.6,163,53.73,0.9438897945689596
3b,2p5,140,439,871,0.0,45.9975,52178.48,21862.5,860,58.543,0.0,45.9975,52139.37,326.2,166,52.035,0.9072044026649966
3b,2p5,141,392,840,0.0,47.9974,54512.3,1183.4,276,50.256,0.0,47.9972,54470.1,599.8,213,54.336,0.8898945623331334
3b,2p5,142,449,834,0.0,56.9971,62818.18,332.2,187,49.31,0.0,56.9969,62787.02,234.1,160,50.415,0.9397703790965798
3b,2p5,143,485,962,0.0,57.9971,64477.96,265.3,118,68.63,0.0,57.9971,64445.87,364.5,136,62.417,0.9396154567926397
3b,2p5,144,392,859,0.0,45.9973,52356.1,437.1,169,52.004,0.0,45.9973,52242.13,534.9,186,55.478,0.9130768553126691
3b,2p5,145,437,852,0.0,53.9973,60366.17,293.3,136,52.686,0.0,51.9973,58779.37,337.3,169,50.022,0.9293226113098325
3b,2p5,146,411,781,0.0,47.9979,54112.97,494.9,214,46.473,0.0,45.9979,52264.34,198.6,146,50.386,0.8889050447065044
3b,2p5,147,444,837,0.0,53.9971,60104.09,669.1,202,53.011,0.0,53.9971,60055.05,216.6,144,52.103,0.9353145709444651
3b,2p5,148,472,847,0.0,55.9973,62220.35,432.3,177,48.66,0.0,53.9973,60425.28,192.2,141,49.477,0.9354662347183668
3b,2p5,149,397,783,0.0,47.9979,54130.92,687.2,240,50.885,0.0,47.9978,54041.83,170.9,143,45.489,0.9276421810808562
3b,2p5,150,425,838,0.0,50.9973,57346.33,1311.1,306,59.058,0.0,50.9972,57324.1,974.2,274,60.163,0.9315039089910923
3b,2p5,151,429,836,0.0,50.9973,57082.3,523.5,189,53.11,0.0,50.9973,57044.35,255.3,152,51.982,0.9449724348233267
3b,2p5,152,412,755,0.0,53.9976,60088.72,125.0,117,43.424,0.0,53.9975,60042.63,186.5,148,47.041,0.9181464097876755
3b,2p5,153,475,928,0.0,43.9977,51030.7,314.9,140,60.601,0.0,43.9977,50982.46,364.4,154,57.831,0.8900939957041796
3b,2p5,154,456,920,0.0,55.9969,62481.86,281.7,126,62.44,0.0,55.9969,62431.84,310.8,142,59.012,0.9291775831372755
3b,2p5,155,490,887,0.0,56.9972,63434.28,543.4,203,50.067,0.0,56.9971,63410.11,252.6,168,50.778,0.9146505673195984
3b,2p5,156,382,735,0.0,48.9975,54968.54,123.5,137,46.269,0.0,48.9975,54916.05,118.5,131,43.742,0.9247324071965384
3b,2p5,157,409,811,0.0,51.9973,58136.35,262.2,148,46.458,0.0,50.9974,57180.46,228.0,159,50.582,0.931739562344122
3b,2p5,158,402,850,0.0,41.9978,48274.9,177.3,135,55.508,0.0,41.9978,48203.87,207.9,144,51.8,0.8748713276429781
3b,2p5,159,412,787,0.0,47.9979,54204.85,2708.8,342,49.697,0.0,47.9979,54151.47,161.6,141,46.412,0.9089938816750663
3b,2p5,160,413,828,0.0,53.997,60346.08,280.6,157,51.263,0.0,52.9971,59439.02,175.8,139,48.35,0.9124120294393041
3b,2p5,161,387,826,0.0,45.9979,52230.9,268.1,148,52.89,0.0,45.9974,52165.44,668.2,237,49.923,0.9084241918005372
3b,2p5,162,424,807,0.0,55.9972,62216.39,362.6,178,44.71,0.0,55.9972,62172.32,164.8,147,47.487,0.922778780437291
3b,2p5,163,446,784,0.0,53.9977,60180.84,103.2,114,47.941,0.0,53.9977,60116.33,139.9,138,47.237,0.9267566709546241
3b,2p5,164,454,786,0.0,53.9975,60026.55,201.6,139,45.141,0.0,53.9974,59998.49,151.1,145,45.777,0.9418604438477536
3b,2p5,165,371,757,0.0,47.9978,53784.95,282.0,163,47.631,0.0,45.9978,51937.01,191.7,159,47.525,0.906410963758865
3b,2p5,166,432,811,0.0,56.9972,63180.22,200.3,142,46.768,0.0,56.9972,63142.14,222.1,176,48.07,0.93867948739884
3b,2p5,167,416,888,0.0,47.9973,54366.3,477.3,172,51.452,0.0,46.9974,53460.32,275.0,142,54.1,0.8972086434111917
3b,2p5,168,396,821,0.0,47.9976,54330.61,1041.5,281,48.372,0.0,47.9974,54263.45,472.0,198,56.235,0.923160322598792
3b,2p5,169,436,841,0.0,55.9969,62297.84,742.0,217,47.26,0.0,53.997,60492.86,452.8,214,49.053,0.9279361100418956
3b,2p5,170,450,794,0.0,53.9973,60168.27,290.5,159,50.545,0.0,53.9972,60121.21,168.8,147,46.7,0.9436078099236848
3b,2p5,171,407,866,0.0,55.9972,62590.17,168.7,123,50.877,0.0,54.9974,61606.35,821.0,275,53.208,0.9267283500117511
3b,2p5,172,434,896,0.0,43.9978,50448.86,702.4,193,57.476,0.0,43.9977,50412.65,248.2,133,54.789,0.8786197472201589
3b,2p5,173,426,852,0.0,50.9972,57482.23,470.8,173,46.745,0.0,50.9971,57463.79,216.9,144,51.407,0.9309059773430626
3b,2p5,174,442,856,0.0,53.9972,60832.16,352.0,155,56.19,0.0,52.9972,59876.06,226.3,132,53.715,0.9340634152158729
3b,3,0,363,749,0.0,39.9979,45497.17,145.8,141,44.483,0.0,39.9979,45483.59,154.3,145,45.701,0.9261382597840283
3b,3,1,379,631,0.0,43.998,49299.37,92.8,135,36.833,0.0,43.998,49263.3,79.1,128,37.378,0.9354163198429875
3b,3,2,360,755,0.0,35.9983,41849.54,440.4,208,44.944,0.0,35.9983,41717.46,182.2,148,44.044,0.898358245825757
3b,3,3,376,673,0.0,43.9976,49560.93,151.5,150,43.765,0.0,43.9975,49490.73,218.4,187,39.095,0.907344381588966
3b,3,4,381,727,0.0,41.9977,47844.88,220.0,167,40.904,0.0,41.9977,47835.79,341.9,196,44.112,0.9200889968162861
3b,3,5,332,680,0.0,41.9977,47306.99,329.6,213,38.936,0.0,40.4977,45893.5,83.0,126,41.017,0.9133093803990989
3b,3,6,357,745,0.0,37.9981,43835.41,136.0,144,45.89,0.0,37.9981,43781.35,220.3,154,46.617,0.9091189925055754
3b,3,7,363,721,0.0,39.9982,46115.31,233.2,175,45.626,0.0,39.9981,46080.2,274.0,185,43.772,0.8904537182274942
3b,3,8,369,704,0.0,41.9981,47523.2,220.4,175,42.402,0.0,41.9981,47484.2,116.5,138,40.874,0.9242839260391791
3b,3,9,350,683,0.0,45.9978,51833.05,75.1,108,40.367,0.0,45.9977,51801.94,120.3,133,41.313,0.9154912912942522
3b,3,10,361,737,0.0,37.9982,43647.42,154.9,154,45.565,0.0,37.9982,43625.39,276.1,167,46.594,0.9085215041695793
3b,3,11,369,668,0.0,45.9975,51496.76,319.7,222,41.971,0.0,45.9975,51479.77,94.5,136,41.828,0.9417784613485319
3b,3,12,378,690,0.0,43.9981,49335.29,106.3,138,39.64,0.0,42.9979,48451.14,142.7,144,44.801,0.9358591166346886
3b,3,13,326,660,0.0,41.998,47365.24,171.9,178,38.142,0.0,41.998,47266.26,408.8,322,39.497,0.9077274936846048
3b,3,14,371,708,0.0,47.9977,53360.83,82.5,115,41.426,0.0,47.9977,53343.8,95.4,124,42.887,0.9438998184750524
3b,3,15,355,617,0.0,39.9982,45139.62,207.9,178,34.623,0.0,39.4981,44532.95,139.8,153,40.443,0.9152642314334021
3b,3,16,361,748,0.0,41.9978,47662.84,251.4,176,43.484,0.0,40.9979,46781.92,379.4,220,49.735,0.9252412123515596
3b,3,17,388,791,0.0,41.9979,47605.17,153.3,140,46.049,0.0,41.9979,47478.62,211.1,153,50.839,0.89835550535708
3b,3,18,336,621,0.0,35.9984,41195.79,156.6,176,34.23,0.0,35.9984,41119.77,77.4,135,37.673,0.8993857853173443
3b,3,19,319,666,0.0,35.9983,41503.5,361.4,238,41.933,0.0,34.9982,40721.46,175.1,179,41.297,0.9065440946516657
3b,3,20,349,649,0.0,42.9979,48299.12,64.1,115,37.302,0.0,42.9978,48254.07,76.2,128,38.256,0.9220775300999857
3b,3,21,347,661,0.0,41.9979,47495.07,148.3,148,38.233,0.0,39.9982,45603.33,189.3,186,42.274,0.9069915203757191
3b,3,22,346,735,0.0,37.9981,43865.29,281.4,182,43.84,0.0,37.498,43410.67,233.4,143,46.746,0.8707137918377451
3b,3,23,350,753,0.0,37.9982,43689.24,675.8,300,44.664,0.0,37.998,43624.09,224.6,155,45.035,0.9082870841680076
3b,3,24,340,648,0.0,39.9979,45425.2,194.6,169,36.492,0.0,39.9979,45384.17,169.7,171,40.269,0.9097743532386963
3b,3,25,395,750,0.0,35.9984,42095.61,385.8,194,44.392,0.0,35.9984,41997.53,208.5,153,46.48,0.8681368771551856
3b,3,26,333,684,0.0,35.9981,41737.37,247.2,169,41.191,0.0,34.9984,40765.66,203.8,164,44.688,0.8410606221199319
3b,3,27,342,636,0.0,39.9983,45457.51,412.8,286,38.369,0.0,39.998,45432.22,87.3,128,38.422,0.8928714198203691
3b,3,28,360,634,0.0,45.998,51809.18,129.7,148,36.591,0.0,45.9979,51792.13,92.2,135,36.054,0.9443077151487811
3b,3,29,364,753,0.0,39.9981,45209.46,634.0,290,48.35,0.0,39.9981,45135.87,120.1,134,44.104,0.8655220784191571
3b,3,30,342,658,0.0,39.9981,45169.37,193.1,177,36.764,0.0,39.9981,45084.33,243.4,226,40.291,0.9306231658437719
3b,3,31,350,699,0.0,39.9983,46127.45,307.6,212,42.508,0.0,39.9983,46070.32,107.3,125,39.693,0.8981132785135663
3b,3,32,392,726,0.0,35.9981,41901.24,114.1,129,45.005,0.0,35.9981,41783.2,248.8,166,43.666,0.8701634745076882
3b,3,33,328,708,0.0,35.9986,41579.85,346.5,203,44.71,0.0,35.9984,41552.63,165.3,164,43.068,0.8954662335263839
3b,3,34,339,637,0.0,39.998,44905.4,110.3,156,37.983,0.0,39.998,44789.41,272.4,256,40.647,0.9352230443215286
3b,3,35,377,800,0.0,39.9982,45947.36,2730.8,579,63.008,0.0,39.998,45875.16,756.8,233,66.505,0.8509668083566971
3b,3,36,454,860,0.0,43.9976,50692.63,828.0,200,63.076,0.0,43.9976,50581.55,284.6,149,56.091,0.908943713771552
3b,3,37,392,733,0.0,44.9975,50668.66,148.0,144,43.757,0.0,42.4976,48752.66,214.5,172,44.786,0.923506409095268
3b,3,38,395,775,0.0,43.9979,49577.09,474.3,213,45.186,0.0,43.9978,49569.01,209.1,152,48.887,0.9275058410087084
3b,3,39,347,737,0.0,41.998,47873.09,528.0,228,47.699,0.0,41.998,47806.05,183.2,134,43.423,0.9082351062750962
3b,3,40,384,678,0.0,43.9977,49498.96,72.3,104,39.663,0.0,43.9977,49493.94,83.3,112,40.692,0.930590824866626
3b,3,41,369,770,0.0,39.9982,46071.33,410.3,194,43.491,0.0,39.9981,46007.77,146.4,141,48.145,0.905486515533035
3b,3,42,356,728,0.0,37.9981,44001.15,1370.2,403,47.752,0.0,37.998,43913.13,576.4,241,45.202,0.9154432682147792
3b,3,43,363,684,0.0,39.9981,45543.36,116.2,140,42.039,0.0,39.998,45491.25,116.1,141,42.115,0.8999821033251041
3b,3,44,367,644,0.0,47.9974,53766.74,81.4,125,37.734,0.0,47.9974,53719.71,92.8,145,39.497,0.9222836075676678
3b,3,45,379,727,0.0,41.9976,47510.85,377.8,205,45.209,0.0,41.9976,47501.83,203.5,155,45.028,0.9181637116300867
3b,3,46,345,745,0.0,41.9981,47323.27,122.5,135,43.045,0.0,41.498,46843.65,179.7,146,45.096,0.9221864143596865
3b,3,47,388,769,0.0,39.9982,45445.44,136.6,147,47.192,0.0,39.9982,45425.46,278.5,171,45.413,0.9257829567442731
3b,3,48,373,788,0.0,39.9983,45395.5,355.1,217,49.061,0.0,39.9982,45360.34,428.1,201,50.347,0.8911205213073281
3b,3,49,383,776,0.0,41.9982,48031.31,500.9,227,46.571,0.0,41.9982,47953.25,217.7,153,47.063,0.8660909724143854
3b,3,50,371,758,0.0,43.9978,49701.0,168.9,153,43.295,0.0,43.9977,49677.92,300.8,192,46.307,0.8978936923938106
3b,3,51,396,705,0.0,43.9977,49625.02,128.3,128,41.585,0.0,43.9977,49608.96,102.1,125,43.068,0.9233844723384472
3b,3,52,336,638,0.0,38.9982,44439.49,85.0,126,36.742,0.0,38.9981,44372.42,87.5,130,38.051,0.9080344796318546
3b,3,53,356,803,0.0,39.9982,45619.56,311.5,185,47.01,0.0,39.9982,45558.99,220.9,164,47.547,0.8780370266254367
3b,3,54,365,654,0.0,41.9975,47284.74,91.2,129,36.303,0.0,38.4978,44025.98,104.8,146,39.595,0.9261679658835916
3b,3,55,381,753,0.0,37.9982,44185.3,1001.5,360,48.342,0.0,37.9982,44105.21,187.7,143,46.246,0.8850874248573434
