net,max_min,seed,nb_inequalities,nb_trips,def_nb_veh_D0,def_nb_veh_D1,def_obj_val,def_sol_time,def_col_gen_iter,def_tot_mem_use,ineq_nb_veh_D0,ineq_nb_veh_D1,ineq_obj_val,ineq_sol_time,ineq_col_gen_iter,ineq_tot_mem_use,model_acc
3b,4,85,350,512,0.0,32.9987,37880.06,89.4,165,32.573,0.0,31.9986,36892.05,68.8,152,30.485,0.9292775366558671
3b,4,86,321,525,0.0,31.9987,37012.14,104.1,170,29.924,0.0,31.9986,36955.02,52.2,120,32.346,0.9098697271000008
3b,4,87,299,507,0.0,31.9984,36641.88,91.2,169,29.062,0.0,31.9984,36569.88,50.9,124,29.826,0.8704488386691777
3b,4,88,291,533,0.0,28.9984,34171.86,55.3,129,33.133,0.0,27.9985,33205.95,57.3,124,32.482,0.9029047496918202
3b,4,89,324,491,0.0,33.9982,38929.61,35.0,107,30.75,0.0,33.998,38860.46,50.1,127,30.083,0.9216737533270799
3b,4,90,305,541,0.0,31.9985,36999.92,56.9,134,33.996,0.0,31.9985,36990.91,75.3,154,34.291,0.9187463096629592
3b,4,91,313,505,0.0,31.9984,36781.89,41.8,117,28.986,0.0,31.9984,36639.35,51.9,129,32.338,0.9207105679604102
3b,4,92,360,561,0.0,33.9985,39195.81,57.4,126,31.226,0.0,33.9984,39174.73,60.5,118,34.033,0.9395798038300547
3b,4,93,340,492,0.0,33.9983,38751.75,41.7,122,31.393,0.0,33.9982,38727.68,41.0,114,30.076,0.9297402346237482
3b,4,94,310,644,0.0,34.9982,40581.51,193.0,175,37.877,0.0,34.9982,40544.47,113.0,143,42.024,0.8954580541923269
3b,4,95,327,517,0.0,32.9986,37850.04,42.6,106,34.957,0.0,32.9986,37779.01,63.1,139,34.601,0.925681027654372
3b,4,96,305,485,0.0,31.9982,36649.7,44.8,132,28.631,0.0,31.4982,36172.68,48.9,128,31.029,0.9379116966352146
3b,4,97,310,535,0.0,33.9982,39241.6,79.7,152,35.608,0.0,32.9983,38215.16,69.9,138,33.141,0.9050559877771747
3b,4,98,289,508,0.0,31.9985,36742.0,99.2,177,30.257,0.0,31.9985,36735.89,44.7,114,30.053,0.8985304312924177
3b,4,99,320,544,0.0,32.9985,38049.9,69.0,142,31.733,0.0,32.9985,38007.82,61.0,129,32.944,0.911993010387341
3b,4,100,302,551,0.0,32.9985,37897.89,55.3,129,31.158,0.0,31.9985,37016.91,61.0,123,33.912,0.9321552443590313
3b,4,101,269,509,0.0,29.9983,34893.72,184.4,267,29.425,0.0,29.9983,34891.71,76.2,163,29.856,0.910699501407466
3b,4,102,344,553,0.0,33.9984,38883.77,83.5,147,33.375,0.0,33.9984,38825.77,75.3,152,36.841,0.906614771041934
3b,4,103,280,542,0.0,30.9984,36155.91,51.0,123,32.739,0.0,30.9984,36148.87,79.2,138,30.711,0.9218485583830901
3b,4,104,282,453,0.0,27.9988,32962.38,34.3,119,26.08,0.0,27.9987,32865.2,39.1,117,27.518,0.9020047532503844
3b,4,105,271,500,0.0,30.9985,35697.96,89.1,182,31.052,0.0,30.9984,35693.91,58.7,133,28.736,0.9158968274147526
3b,4,106,317,561,0.0,33.9984,38727.75,122.4,189,36.046,0.0,31.4985,36727.33,77.1,142,34.048,0.9339067200679205
3b,4,107,318,533,0.0,32.9985,38355.84,68.4,139,31.234,0.0,32.9984,38328.81,56.9,120,32.868,0.9170737394814394
3b,4,108,316,477,0.0,31.9985,36677.91,55.7,152,27.495,0.0,31.9985,36599.86,57.6,154,31.12,0.9137206377125794
3b,4,109,290,543,0.0,29.9986,35292.06,101.9,159,33.33,0.0,29.4985,34947.68,125.8,171,32.565,0.9164922989789658
3b,4,110,316,543,0.0,31.9985,36753.88,68.9,147,33.958,0.0,29.9985,35057.88,70.8,146,32.641,0.9207802372017418
3b,4,111,320,544,0.0,32.9985,37885.77,129.4,180,31.831,0.0,32.9985,37790.8,62.6,131,33.526,0.9181933782319973
3b,4,112,309,533,0.0,32.9986,38074.1,67.3,148,31.075,0.0,31.9985,37173.98,59.9,124,32.21,0.8828460192222558
3b,4,113,316,494,0.0,32.9983,37531.8,40.3,116,30.341,0.0,32.9983,37503.77,47.9,125,28.797,0.9066116682075718
3b,4,114,322,539,0.0,31.9986,37505.9,126.4,167,34.518,0.0,31.9986,37463.39,57.6,124,34.2,0.9239808010196969
3b,4,115,273,562,0.0,29.9986,34963.97,93.9,164,36.031,0.0,29.4986,34473.46,72.0,140,34.079,0.9099166606441208
3b,4,116,322,533,0.0,33.9983,39221.8,71.2,134,30.515,0.0,33.9983,39194.74,49.1,110,33.413,0.8945465723947126
3b,4,117,286,535,0.0,27.9989,32890.25,53.1,124,30.893,0.0,25.6654,30884.07,55.1,115,32.959,0.8819616690140553
3b,4,118,299,530,0.0,30.9985,35983.87,145.3,211,35.04,0.0,30.9984,35876.29,62.8,134,33.428,0.8810123013520292
3b,4,119,278,510,0.0,29.9985,34931.92,69.0,158,30.961,0.0,29.9985,34915.92,56.8,132,31.097,0.9235492632395802
3b,4,120,287,560,0.0,29.9987,34962.09,109.5,166,33.42,0.0,29.9987,34945.06,63.1,130,33.912,0.8995745354968656
3b,4,121,303,520,0.0,29.9985,35151.98,60.5,134,30.651,0.0,29.9985,35112.96,55.4,138,32.134,0.9034265908252473
3b,4,122,272,517,0.0,29.9984,35067.89,115.8,178,30.848,0.0,29.9984,34948.86,70.3,142,32.929,0.9018169097036174
3b,4,123,288,526,0.0,30.9986,35764.06,48.8,124,32.331,0.0,29.9986,34995.06,57.6,128,31.657,0.9188810003178977
3b,4,124,291,482,0.0,30.9982,35989.71,51.7,139,31.083,0.0,30.9982,35895.64,49.4,123,30.22,0.8428405826319237
3b,4,125,297,516,0.0,28.9986,34026.02,67.4,145,29.977,0.0,28.9985,33996.85,55.3,122,29.554,0.8960630544645253
3b,4,126,277,509,0.0,29.9985,34834.02,49.0,129,32.581,0.0,29.9985,34818.43,52.1,122,30.424,0.8852664519850479
3b,4,127,327,490,0.0,33.9982,38957.56,40.4,109,31.06,0.0,33.4981,38496.52,62.4,140,29.13,0.9359046645196434
3b,4,128,301,526,0.0,30.9986,35870.0,50.9,126,31.059,0.0,30.9986,35829.98,67.8,140,31.862,0.9195777623744186
3b,4,129,301,524,0.0,30.9987,36428.07,68.5,156,30.568,0.0,30.9987,36189.54,67.4,139,32.21,0.891746485483286
3b,4,130,303,587,0.0,33.9985,39109.89,94.3,148,34.404,0.0,33.9985,39073.84,101.7,163,34.025,0.8720558281956994
3b,4,131,314,503,0.0,30.9985,36167.91,67.3,151,30.038,0.0,30.9985,36081.88,56.7,132,32.134,0.8698534638307179
3b,4,132,286,511,0.0,29.9986,35369.99,49.1,118,31.256,0.0,28.9987,34350.1,43.3,108,33.519,0.8764807930607187
3b,4,133,315,585,0.0,33.9983,38907.65,140.7,170,34.215,0.0,33.9983,38879.64,83.5,145,34.676,0.9212806207076176
3b,4,134,311,532,0.0,31.9985,37311.93,62.6,128,34.261,0.0,31.9985,37280.94,57.2,128,32.898,0.9246106023832859
3b,4,135,282,536,0.0,30.9984,36193.91,110.1,173,30.219,0.0,30.9984,36160.91,53.6,122,33.39,0.9217911106389586
3b,4,136,277,495,0.0,30.9985,36051.96,48.3,127,30.152,0.0,30.4985,35553.5,46.2,128,32.467,0.8940533315383062
3b,4,137,302,528,0.0,29.9983,34871.78,56.6,129,30.953,0.0,29.9983,34793.74,60.0,130,31.862,0.9301198684452161
3b,4,138,325,536,0.0,35.9981,40941.5,53.4,127,31.362,0.0,31.9983,37464.75,62.0,129,35.191,0.9354054509423214
3b,4,139,342,557,0.0,33.9983,39121.74,167.6,194,31.347,0.0,33.9983,39087.68,67.6,142,32.361,0.9125962461642727
3b,4,140,282,542,0.0,27.9988,32986.09,55.7,132,32.792,0.0,27.9988,32892.09,55.6,122,31.097,0.9039012140309346
3b,4,141,286,529,0.0,29.9987,35114.06,63.2,139,34.525,0.0,29.9987,35039.04,55.1,122,31.71,0.9166359089231396
3b,4,142,314,516,0.0,32.9985,37901.98,56.7,136,32.649,0.0,32.9984,37863.89,54.3,121,30.87,0.9095873893221145
3b,4,143,310,580,0.0,32.9984,37789.68,208.1,230,37.386,0.0,31.4984,36430.76,163.1,238,38.082,0.8959570287096309
3b,4,144,283,527,0.0,28.9985,34137.97,49.0,121,32.573,0.0,27.9986,33216.99,57.3,130,33.352,0.9122182630701391
3b,4,145,305,537,0.0,31.9985,36901.87,68.4,144,33.693,0.0,31.9985,36838.85,70.6,135,33.087,0.9029909067967014
3b,4,146,293,490,0.0,28.9984,33725.94,74.6,155,30.606,0.0,28.9983,33626.75,57.6,137,30.273,0.8705769578762551
3b,4,147,327,527,0.0,31.9985,36593.91,64.4,142,33.141,0.0,31.9985,36509.88,56.4,131,31.256,0.9122246940579583
3b,4,148,318,529,0.0,32.9984,38173.84,85.6,160,31.34,0.0,31.9985,37367.1,64.3,139,32.732,0.9195246486828431
3b,4,149,282,481,0.0,29.9983,34595.9,47.9,136,28.033,0.0,29.9983,34536.8,81.2,175,31.189,0.8976297297850983
3b,4,150,292,523,0.0,30.9987,36034.01,54.4,128,38.347,0.0,30.9987,35958.98,48.0,113,31.06,0.9261167947608625
3b,4,151,293,524,0.0,30.9987,35908.13,230.0,295,31.801,0.0,30.9987,35853.15,64.3,149,30.833,0.9026812485170086
3b,4,152,300,473,0.0,31.9983,36585.85,61.2,154,28.684,0.0,31.9983,36539.77,46.1,124,32.43,0.9166565915147947
3b,4,153,291,577,0.0,27.9988,33170.23,76.8,146,34.54,0.0,27.9986,33067.06,91.8,148,36.379,0.8815200217731702
3b,4,154,318,560,0.0,33.9984,39177.78,157.8,173,32.747,0.0,33.4983,38745.72,137.9,175,33.708,0.8979474148290628
3b,4,155,306,551,0.0,32.9985,37957.92,56.6,128,33.594,0.0,32.9985,37871.94,59.2,135,32.929,0.9201508309741622
3b,4,156,263,463,0.0,29.9985,34827.92,44.3,139,26.338,0.0,29.9985,34792.93,57.4,151,27.579,0.9238839309918565
3b,4,157,290,496,0.0,30.9984,35513.92,56.4,135,30.242,0.0,30.9984,35480.91,49.1,127,30.416,0.9033060213414634
3b,4,158,271,526,0.0,26.9989,31700.32,86.6,170,34.949,0.0,26.9989,31672.27,55.3,128,30.386,0.9073150421137548
3b,4,159,271,496,0.0,29.9985,34439.98,57.5,140,29.788,0.0,29.9985,34415.99,53.0,131,32.172,0.9144914319545838
3b,4,160,307,517,0.0,31.9985,36827.97,62.1,134,30.825,0.0,31.9984,36763.84,59.3,136,31.483,0.9114375394574216
3b,4,161,280,523,0.0,29.9987,34738.15,103.2,179,31.075,0.0,29.9987,34707.13,119.8,210,31.831,0.919565123974045
3b,4,162,316,498,0.0,32.9986,37600.1,52.5,137,29.69,0.0,32.9986,37582.09,51.9,138,30.28,0.8973428184345806
3b,4,163,313,487,0.0,30.9984,35665.93,35.8,107,27.495,0.0,30.9982,35649.72,37.9,105,30.265,0.8977717399329602
3b,4,164,335,493,0.0,31.9984,37043.89,42.0,114,28.063,0.0,31.9984,37006.88,48.3,117,31.703,0.941438020870645
3b,4,165,295,477,0.0,29.9986,34972.05,46.1,132,27.609,0.0,29.9986,34920.05,52.6,136,33.126,0.9268316237839157
3b,4,166,340,506,0.0,33.9983,38893.73,47.3,116,28.888,0.0,32.9983,37968.23,56.3,136,29.644,0.9235196438186335
3b,4,167,300,546,0.0,29.9985,34661.94,135.4,196,34.298,0.0,28.9986,33728.01,72.2,143,34.616,0.9169745032696177
3b,4,168,274,516,0.0,29.9987,34794.01,66.8,147,34.654,0.0,29.9987,34761.01,146.7,219,31.529,0.9315912835831417
3b,4,169,317,523,0.0,32.9986,37987.92,85.6,154,28.903,0.0,32.9986,37922.91,61.5,139,31.43,0.9127189955461439
3b,4,170,296,497,0.0,30.9985,35473.88,66.7,153,30.643,0.0,30.9984,35463.79,51.7,130,30.727,0.9151093693122994
3b,4,171,317,533,0.0,31.9985,37029.95,95.8,175,32.785,0.0,31.9985,37016.92,63.0,135,33.019,0.9216769554081565
3b,4,172,286,548,0.0,27.9988,33196.2,92.4,156,32.822,0.0,27.9987,33153.12,76.7,136,33.481,0.9049899962362077
3b,4,173,292,534,0.0,31.9986,37304.0,68.1,133,32.407,0.0,31.9986,37268.97,61.7,137,34.563,0.9176613589400754
3b,4,174,327,530,0.0,31.9984,36831.75,74.8,154,31.097,0.0,30.9985,35796.34,83.7,149,33.337,0.9244310033817239
